id,title,description,availability,condition,price,link,image_link,brand,product_type,size,gender,age_group,custom_label_0,custom_label_1
perfume-al-wataniah-attar-al-wesal,Al Wataniah Attar Al Wesal (100 ml · EDP),"Aromático adocicado com pera, lavanda e canela sobre baunilha escura. Envolvente, versátil e de excelente custo-benefício.",in stock,new,209.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-attar-al-wesal,https://kdol380.github.io/duna-site/assets/p-attar-al-wesal.jpg,Al Wataniah,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-pacific-blue,Maison Alhambra Pacific Blue (100 ml · EDP),"Uma brisa mediterrânea de cítricos, néroli e flores brancas. Fresco, luminoso e confortável para o calor.",in stock,new,170.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-pacific-blue,https://kdol380.github.io/duna-site/assets/p-pacific-blue.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-maahir-honor,Lattafa Maahir Honor (100 ml · EDP),"Cítricos, hortelã e ervas aromáticas com acabamento limpo de almíscar, cedro e âmbar. Refinado e muito fresco.",in stock,new,319.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-maahir-honor,https://kdol380.github.io/duna-site/assets/p-maahir-honor.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-al-wataniah-sabah-al-ward,Al Wataniah Sabah Al Ward (100 ml · EDP),"Jasmim e flor de laranjeira ganham profundidade com cacau, baunilha e tonka. Feminino, doce e marcante.",in stock,new,199.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-sabah-al-ward,https://kdol380.github.io/duna-site/assets/p-sabah-al-ward.jpg,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-al-wataniah-ameerati,Al Wataniah Ameerati (100 ml · EDP),"Almíscar, notas verdes e cítricos abrem a fragrância, que evolui para nuances herbais e amadeiradas sobre um fundo atalcado e especiado. Feminino fresco e elegante para o dia a dia.",in stock,new,199.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-ameerati,https://kdol380.github.io/duna-site/assets/p-ameerati.jpg,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-al-wataniah-sabah-al-ward-garden-of-eden,Al Wataniah Sabah Al Ward Garden of Eden (100 ml · EDP),"Um floral aquático feminino e luminoso: lótus azul, cítricos e notas de água encontram flores brancas, baunilha, sândalo e almíscar.",in stock,new,289.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-sabah-al-ward-garden-of-eden,https://kdol380.github.io/duna-site/assets/p-sabah-garden-of-eden.jpg,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-al-wataniah-sabah-al-ward-valentine,Al Wataniah Sabah Al Ward Valentine (100 ml · EDP),"Gourmand feminino de cereja cremosa e baunilha, com café, flores brancas e um fundo quente de âmbar, almíscar e patchouli.",in stock,new,269.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-sabah-al-ward-valentine,https://kdol380.github.io/duna-site/assets/p-sabah-valentine.jpg,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-al-wataniah-sabah-al-ward-delilah,Al Wataniah Sabah Al Ward Delilah (100 ml · EDP),"Floral frutado gourmand feminino: frutas vermelhas e lichia abrem caminho para rosas e peônia, repousando sobre baunilha cremosa, marshmallow e almíscar.",in stock,new,279.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-sabah-al-ward-delilah,https://kdol380.github.io/duna-site/assets/p-sabah-delilah.webp,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-rayhaan-obsidian,Rayhaan Obsidian (100 ml · EDP),"Íris elegante e atalcada sobre couro, oud e madeiras cremosas. Sofisticado para encontros e ocasiões especiais.",out of stock,new,360.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-obsidian,https://kdol380.github.io/duna-site/assets/p-rayhaan-obsidian.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,esgotado
perfume-rayhaan-aquatica,Rayhaan Aquatica (100 ml · EDP),"Lima vibrante e coco cremoso com cana-de-açúcar e rum. Tropical, diferente e feito para dias de sol.",in stock,new,380.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-aquatica,https://kdol380.github.io/duna-site/assets/p-rayhaan-aquatica.webp,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-rayhaan-azul,Rayhaan Azul (100 ml · EDP),"Limão e bergamota em uma construção limpa, aquática e amadeirada. Refrescante, direto e perfeito para calor intenso.",in stock,new,360.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-azul,https://kdol380.github.io/duna-site/assets/p-rayhaan-azul.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-delilah-blanc,Maison Alhambra Delilah Blanc (100 ml · EDP),"Floral branco limpo e cremoso, com cítricos suaves e fundo de baunilha, almíscar e sândalo. Elegante e confortável.",in stock,new,250.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-delilah-blanc,https://kdol380.github.io/duna-site/assets/p-delilah-blanc.webp,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-al-wataniah-sabah-al-ward-sugar,Al Wataniah Sabah Al Ward Sugar (100 ml · EDP),"Um floral gourmand jovem e feminino, com um coquetel suculento de frutas vermelhas, flores delicadas e fundo cremoso de baunilha e almíscar.",in stock,new,179.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=al-wataniah-sabah-al-ward-sugar,https://kdol380.github.io/duna-site/assets/p-sabah-sugar.webp,Al Wataniah,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-lattafa-atheeri,Lattafa Atheeri (100 ml · EDP),"Floral etéreo e luminoso: flores úmidas pelo orvalho encontram orquídea, jasmim e uma base macia de baunilha e madeiras âmbar.",in stock,new,430.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-atheeri,https://kdol380.github.io/duna-site/assets/p-atheeri.webp,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-lattafa-pride-tharwah-gold,Lattafa Pride Tharwah Gold (100 ml · EDP),"Doce floral sofisticado, com lavanda e bergamota sobre flores brancas e uma base quente de baunilha, âmbar e vetiver.",in stock,new,479.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-pride-tharwah-gold,https://kdol380.github.io/duna-site/assets/p-tharwah-gold.jpg,Lattafa Pride,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-b-a-d-femme,Maison Alhambra B.A.D Femme (100 ml · EDP),"Gourmand floral intenso: café e amêndoa abrem caminho para flores brancas, praliné, cacau e baunilha. Sensual e marcante para a noite.",in stock,new,170.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-b-a-d-femme,https://kdol380.github.io/duna-site/assets/p-bad-femme.webp,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-pink-eclipse,Maison Alhambra Pink Eclipse (100 ml · EDP),"Feminino moderno e luminoso, com frutas cítricas, flores brancas e um fundo doce e confortável de baunilha, âmbar e benjoim.",in stock,new,315.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-pink-eclipse,https://kdol380.github.io/duna-site/assets/p-pink-eclipse.webp,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-rasasi-hawas-for-him,Rasasi Hawas for Him (100 ml · EDP),"Ícone aquático masculino, combina cítricos, maçã e canela com ameixa, notas marinhas e madeiras. Fresco, potente e extremamente versátil.",in stock,new,230.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rasasi-hawas-for-him,https://kdol380.github.io/duna-site/assets/p-hawas-for-him.webp,Rasasi,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
skincare-dr-althea-345-relief-cream,Dr. Althea 345 Relief Cream (50 ml),"Hidrata e ajuda a acalmar a pele sensibilizada, além de cuidar da aparência de marcas e do ressecamento.",in stock,new,330.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=dr-althea-345-relief-cream,https://kdol380.github.io/duna-site/assets/s-dr-althea-345-relief-cream.jpg,Dr. Althea,Skincare,50 ml,unisex,adult,skincare,disponivel
skincare-medicube-pdrn-pink-peptide-serum,Medicube PDRN Pink Peptide Serum (30 ml),"Sérum hidratante que ajuda no viço, na aparência de firmeza e no tom irregular, deixando a pele com aspecto mais macio e luminoso.",out of stock,new,210.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=medicube-pdrn-pink-peptide-serum,https://kdol380.github.io/duna-site/assets/s-medicube-pdrn-pink-serum.jpg,Medicube,Skincare,30 ml,unisex,adult,skincare,esgotado
skincare-celimax-retinal-shot-tightening-booster,Celimax Retinal Shot Tightening Booster (15 ml),"Tratamento com retinal que ajuda a suavizar a aparência de linhas, textura irregular e poros, deixando a pele com aspecto mais firme.",out of stock,new,180.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=celimax-retinal-shot-tightening-booster,https://kdol380.github.io/duna-site/assets/s-celimax-retinal-shot.jpg,Celimax,Skincare,15 ml,unisex,adult,skincare,esgotado
skincare-medicube-deep-vita-c-capsule-cream,Medicube Deep Vita C Capsule Cream (55 g),Creme hidratante com vitamina C que ajuda a dar luminosidade e a deixar o tom da pele com aparência mais uniforme.,out of stock,new,230.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=medicube-deep-vita-c-capsule-cream,https://kdol380.github.io/duna-site/assets/s-medicube-deep-vita-c.webp,Medicube,Skincare,55 g,unisex,adult,skincare,esgotado
skincare-medicube-zero-pore-pad,Medicube Zero Pore Pad (70 unidades),"Discos que fazem uma esfoliação suave para retirar células mortas e excesso de oleosidade, ajudando na aparência de poros, cravos e textura.",out of stock,new,220.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=medicube-zero-pore-pad,https://kdol380.github.io/duna-site/assets/s-medicube-zero-pore-pad.webp,Medicube,Skincare,70 unidades,unisex,adult,skincare,esgotado
skincare-numbuzin-no-9-nad-bio-lifting-essence,Numbuzin No.9 NAD Bio Lifting Essence (50 ml),"Essência voltada para firmeza e elasticidade, ajudando a suavizar a aparência de linhas finas e a deixar a pele mais preenchida.",out of stock,new,220.00 BRL,https://kdol380.github.io/duna-site/skincare.html?produto=numbuzin-no-9-nad-bio-lifting-essence,https://kdol380.github.io/duna-site/assets/s-numbuzin-no9-essence.jpg,Numbuzin,Skincare,50 ml,unisex,adult,skincare,esgotado
